ID,item_cnt_month
0,0.382352941176
1,0.25
2,0.294117647059
3,0.0294117647059
4,0.0294117647059
5,0.323529411765
6,0.147058823529
7,0.235294117647
8,1.85294117647
9,0.25
10,3.05882352941
11,0.0294117647059
12,0.147058823529
13,0.529411764706
14,2.88235294118
15,2.32352941176
16,0.25
17,0.0882352941176
18,0.735294117647
19,0.382352941176
20,1.41176470588
21,0.25
22,2.17647058824
23,0.764705882353
24,0.5
25,0.25
26,0.470588235294
27,1.05882352941
28,0.794117647059
29,0.735294117647
30,0.647058823529
31,0.25
32,0.794117647059
33,1.97058823529
34,0.294117647059
35,0.0882352941176
36,0.0588235294118
37,0.911764705882
38,0.117647058824
39,0.117647058824
40,0.0882352941176
41,1.88235294118
42,3.23529411765
43,4.97058823529
44,0.0882352941176
45,0.25
46,1.5
47,0.205882352941
48,0.117647058824
49,0.705882352941
50,4.58823529412
51,0.0294117647059
52,0.411764705882
53,0.0882352941176
54,4.26470588235
55,0.441176470588
56,2.17647058824
57,1.70588235294
58,0.676470588235
59,0.794117647059
60,0.5
61,0.647058823529
62,0.470588235294
63,0.117647058824
64,0.25
65,0.25
66,0.705882352941
67,0.0294117647059
68,0.0882352941176
69,0.647058823529
70,0.25
71,0.147058823529
72,0.264705882353
73,4.26470588235
74,0.25
75,0.25
76,0.176470588235
77,0.25
78,0.970588235294
79,0.147058823529
80,0.441176470588
81,1.08823529412
82,0.294117647059
83,0.411764705882
84,1.73529411765
85,1.29411764706
86,1.11764705882
87,0.176470588235
88,4.91176470588
89,2.11764705882
90,0.264705882353
91,0.0294117647059
92,1.11764705882
93,0.0588235294118
94,0.411764705882
95,0.0588235294118
96,0.0294117647059
97,0.5
98,0.735294117647
99,6.05882352941
100,2.64705882353
101,0.0588235294118
102,0.529411764706
103,0.0294117647059
104,0.0882352941176
105,0.25
106,0.25
107,2.20588235294
108,0.117647058824
109,0.0882352941176
110,0.117647058824
111,0.25
112,0.25
113,0.25
114,0.911764705882
115,0.176470588235
116,0.25
117,0.235294117647
118,4.61764705882
119,0.0882352941176
120,0.117647058824
121,0.0882352941176
122,0.294117647059
123,0.588235294118
124,0.294117647059
125,0.352941176471
126,0.25
127,0.0588235294118
128,0.25
129,0.117647058824
130,0.0294117647059
131,0.0882352941176
132,0.0294117647059
133,0.235294117647
134,0.0882352941176
135,0.0588235294118
136,0.0294117647059
137,0.25
138,0.235294117647
139,0.25
140,0.176470588235
141,0.0882352941176
142,0.176470588235
143,0.0294117647059
144,0.0588235294118
145,0.25
146,0.25
147,0.176470588235
148,0.25
149,0.25
150,0.117647058824
151,0.25
152,0.470588235294
153,0.0588235294118
154,0.25
155,0.411764705882
156,0.264705882353
157,0.0294117647059
158,0.0588235294118
159,0.0882352941176
160,0.25
161,0.0294117647059
162,0.25
163,0.764705882353
164,0.411764705882
165,0.0588235294118
166,0.147058823529
167,0.0882352941176
168,0.25
169,0.264705882353
170,0.0294117647059
171,1.5
172,0.147058823529
173,0.794117647059
174,1.23529411765
175,1.97058823529
176,0.352941176471
177,0.25
178,0.235294117647
179,0.0294117647059
180,0.0882352941176
181,0.235294117647
182,0.25
183,0.323529411765
184,0.117647058824
185,0.25
186,0.0588235294118
187,0.323529411765
188,0.25
189,0.25
190,0.25
191,0.470588235294
192,0.0882352941176
193,0.117647058824
194,0.0294117647059
195,0.117647058824
196,0.0294117647059
197,3.5
198,1.11764705882
199,0.25
200,0.25
201,0.25
202,0.352941176471
203,0.911764705882
204,0.176470588235
205,0.25
206,0.264705882353
207,0.0294117647059
208,1.26470588235
209,0.235294117647
210,0.117647058824
211,0.117647058824
212,0.0588235294118
213,0.0882352941176
214,0.0588235294118
